,HandId,Level,BB,preflop_raisess_to,Players,Board,SHOW_DOWN,preflop_raises,preflop_calls,preflop_allin,flop_bets,flop_raises,flop_calls,flop_allin,turn_bets,turn_raises,turn_calls,turn_allin,river_bets,river_raises,river_calls,river_allin
3278,185616085768,IV,80,0,8,9h 8h Qc Ad Td,6d 6s,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3279,185615659724,II,30,70,7,Kd Jc As 6d 4d,9s 7s,1,2,0,1,0,1,0,1,1,1,1,0,0,0,0
3280,185615530867,I,20,82,9,Qc 4s 4d 7c Jd,Jh Qd,2,1,0,1,1,1,0,1,0,1,0,1,1,1,1
3281,185646275453,I,20,60,9,3d 2c 4h 6s 2h,9d 9h,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0
3282,185646299707,I,20,60,9,9h 7h 4d Ts 3c,Kd Qs,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,185646313858,I,20,60,8,Qs Kc 7c Qh Kd,6s 7d,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
3284,185646327950,I,20,357,8,8h 7s Td Kc 7c,Qd Jd,2,2,0,1,0,1,0,1,0,1,1,0,0,0,0
3285,185646344502,I,20,348,8,Qd 8s Ks 5d 9c,Ad Kh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3286,185646356127,I,20,60,8,7d 5c 4d 7s 8s,Jc Qs,1,2,0,1,0,2,0,1,0,2,0,0,0,0,0
3287,185646370391,II,30,1173,7,Ac Qh 9s 4d 9d,Js As,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3288,185646384049,II,30,876,8,4h 3c 7d Qc 9d,Th Ts,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3289,185646392903,II,30,1318,9,7s 5d 2c 9d As,Qs Ad,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3290,185646505105,III,50,100,9,3s 4d Jd 2c 2d,6h 5h,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3291,185646547782,III,50,492,9,Td 3d 2d Ad Ks,Ah 3s,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3292,185646554945,III,50,200,9,2h Ad 3c 5c 3s,9d Ad,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2
3293,185646587006,III,50,100,9,3s 6h 9s 8h Ad,3c 4c,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3294,185646620078,III,50,119,9,4c 3h 2h 3c Ah,Qd Ad,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0
3295,185646737773,IV,80,1707,9,Td 4s 9s Jh 5h,8s Ah,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3296,185646410014,I,20,80,9,8d 3d 2d 4s 4c,Td Ts,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0
3297,185646440951,I,20,0,8,3s Kc 7h Ac 7c,Ts Kc,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0
3298,185646474295,I,20,297,8,2c 8d 7c Ac Jc,As Td,2,2,0,1,1,1,0,1,0,1,2,0,0,0,0
3299,185646488490,I,20,80,7,3s Jc Ah 8h Qh,Qs 7s,2,3,0,0,0,0,0,1,0,1,0,1,0,1,2
3300,185646512005,I,20,1577,7,9s 5d Ad Td 2d,6s 6c,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3301,185646573744,II,30,75,6,Kc Qc 6c 5c Ad,5c Ts,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3302,185646646606,II,30,60,5,Ac Qd Kh 6d 9d,Kc Kd,1,3,0,1,0,3,0,1,0,1,1,0,0,0,0
3303,185646860239,I,20,80,5,5d Tc 8s 4h 6c,Ks Kh,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
3304,185647029158,III,50,558,5,Jc Kh 7d 7h Th,3h 7s,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3305,185647051389,III,50,150,9,8s 2d 8c 2h Kh,Ad Ac,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3306,185647151808,IV,80,200,9,4c Ad 9h 2h 5s,Qd Js,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3307,185647170222,IV,80,1091,9,Ts Ks 2c 6s 7d,Ad 5c,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3308,185647188801,IV,80,1188,8,7d Qc 3c 7s 4s,Ah Js,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3309,185647195324,IV,80,160,8,3d 3h Kd 3c Qd,Qc Js,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3310,185647208509,IV,80,240,8,Td 2d 9h 4h Ah,Ts 9s,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3311,185647541767,I,20,88,8,6h 8s 4c 6c Kd,9h Ks,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0
3312,185647600416,I,20,40,9,4d 7h Jd 6d Ah,9d 9h,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
3313,185647607930,I,20,40,8,Kd Jd 3s Tc 2d,8d 8s,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3314,185647664547,I,20,0,8,Kc Ah 5c Ad 4c,Qc Qh,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3315,185647717329,II,30,75,8,5h 9d 4s 3d Jc,Ts Ks,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3316,185647812394,III,50,115,8,Ah Js 5c 2s Th,Ac 9d,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3317,185647840872,III,50,0,8,2s 5d 7d 4h 6c,Kh Kc,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3318,185647848510,III,50,100,7,Js 9h Qs 6s 2d,2s 2d,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0
3319,185658421242,I,20,1497,7,Kh 8c Ad 7c Qs,4d 4h,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3320,185658500806,I,20,55,6,Qh 4h Ts 7h 7c,Ah Jh,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3321,185658587137,I,20,80,5,3h 6d Kc Kd 4c,Tc Ad,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0
3322,185658636738,I,20,60,5,As Th Qd 6c Td,Ac Td,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0
3323,185658677993,I,20,55,5,Qh Ad 2d 8s 3s,2h 2c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,185658714710,I,20,40,5,9s Jd Tc 3d 8s,As Ad,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3325,185658751924,II,30,93,5,Qs Jh 8s Tc Ad,Jd Kd,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3326,185658902733,II,30,70,5,As Jh Qs 8d 6c,Qs Ad,1,1,0,1,0,1,0,1,0,1,0,1,0,1,2
3327,185658669841,I,20,40,5,Qh 6d Kh Kc Qd,9s Qs,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0
3328,185658706941,I,20,0,9,Ah 9d Jd Th Js,3d Ks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,185658730867,I,20,44,8,9h Kd Th 4d Qd,Ad Ah,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3330,185658801313,I,20,40,8,4c Kh 3c Ts 7h,Kd Kh,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3331,185658829400,I,20,0,8,Qc 5d 3c 9c 7c,9s Td,0,3,0,0,0,0,0,1,0,1,0,1,1,1,1
3332,185658902342,I,20,0,8,9d 5h Jc 6h As,Jd As,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
3333,185658978276,I,20,100,8,9d 4d 6s 8h 2d,Td Ks,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3334,185659054932,II,30,60,8,Kh Th 8d 4h Qh,Kh Ks,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3335,185659305723,II,30,90,8,5d Qd 6d 4h 9h,2c Kh,1,5,0,1,0,2,0,0,0,0,0,0,0,0,0
3336,185659433849,III,50,1016,9,5h 7c 3s 9c 2c,3c Kh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3337,185659451506,III,50,100,9,Ad 7c 9d 5c 2h,Jc Ac,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
3338,185659548522,III,50,100,9,2d Qs Js 7c 5c,Qs 9h,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3339,185659694074,IV,80,160,9,As 6h 9s Qs 4d,5s 3s,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,185659769126,IV,80,1341,9,7c 8h 7h 3s 2c,Qh Qc,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3341,185659895737,IV,80,160,8,Jd 3h As 2c 9s,6h 3h,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
3342,185659961675,IV,80,842,8,7c 3s 2c 4d 8h,Ad Jd,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3343,185659118115,I,20,44,8,7c Jh 2s 5d Ts,9s 7c,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3344,185659157214,I,20,0,8,6c As Ah 8d 3h,Qh 2h,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
3345,185659235260,I,20,80,8,6h Th 7h 9c Ad,Ad Kd,1,3,0,1,0,2,1,0,0,0,0,1,0,1,0
3346,185659292412,I,20,90,8,2s Ah 5c 6s 2c,As Js,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3347,185659320497,I,20,40,7,6s 9h 2s Td Kc,Kc Qd,1,5,0,1,1,2,3,0,0,0,0,0,0,0,0
3348,185659357918,I,20,55,7,Ah Td 8h 7d 2c,2s Qs,1,4,1,0,0,0,0,1,0,2,0,0,0,0,0
3349,185659464765,II,30,60,7,9h Kd 7s 9d Td,Ad Qs,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3350,185659488318,II,30,60,6,8d 6d Tc 6c 7s,2d Kc,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3351,185659624485,II,30,70,6,8c As 2h Kh 4d,Tc Kd,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3352,185659707136,II,30,60,9,7h 9h Ah Qd 2h,Qd As,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0
3353,185659796250,III,50,150,9,Kh Ad Jh 7h 4d,Qh Ks,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0
3354,185659898766,III,50,100,9,6s 9s Ad 7c Js,Ts Tc,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3355,185659934644,III,50,100,8,2s Ac Qd 3c Tc,Ks Qs,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0
3356,185660053052,III,50,110,8,2d 2c 2h As Qc,3c Ac,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3357,185660173420,IV,80,1485,8,3d 2d 6c 6s Td,3c Ac,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3358,185660291322,IV,80,160,7,6d 5c 2h Jd Kd,Kh 5h,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3359,185659656825,I,20,55,7,6c 8d 3s 2d 4s,Ts Th,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3360,185659692399,I,20,40,6,Jc 3s 9c Th 2h,2d 2c,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0
3361,185659871918,I,20,40,6,9s 2c Tc 5d 7c,As Ad,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3362,185660020592,II,30,330,6,9s 3d 5s 7h 4h,Ac Qh,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0
3363,185660142503,II,30,135,6,Jd 3c 5d 5c 8c,Kd 3d,1,4,1,1,0,1,2,0,0,0,0,0,0,0,0
3364,185660170126,II,30,641,6,4s Kc Th Qs As,Ad 8d,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3365,185660207013,II,30,1137,6,9c Jd 8d 4s 6s,Qc Ad,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3366,185660229771,III,50,125,6,Ah 4d 5c 7c 9c,9s As,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3367,185660344570,III,50,607,6,5c 6c Qh 4h 3s,9h 9s,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3368,185660399329,III,50,125,9,6c 4d Kc Qs 7c,Jd Kd,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0
3369,185660476401,III,50,150,9,5s 9h 7c 7s 3h,Ac Kh,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
3370,185660638077,IV,80,174,9,As Kc 7c Tc 2s,9s Ks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,185660674412,IV,80,0,9,3c Qc 3h 6c 8c,Qh Kh,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3372,185660752603,IV,80,2101,9,Qc 7c Js 8s Jd,Qs Ks,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3373,185660794245,IV,80,1565,9,Ac Th 5d Jd 5s,Jc Js,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3374,185660818239,IV,80,220,9,3h 3s Qc 9c Qs,8s Ah,1,2,1,0,0,0,0,1,0,1,0,1,0,1,0
3375,185660872957,IV,80,160,9,5c As Jd Ac 9d,6h 6s,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1
3376,185660309550,II,30,90,9,Qs Jd 6s Qc 4s,Jh 9d,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3377,185660470668,II,30,0,8,As 9d 6h Ts 8c,8s 8h,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3378,185660702008,III,50,783,8,6s 9c 8s Th 6h,9s Ad,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3379,185660892797,III,50,1795,7,9s 4s 7h 5s 8h,Th Ts,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3380,185660920447,IV,80,604,7,5c Th Jh 5s 4c,7d Ah,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3381,185660979310,IV,80,1581,7,6h 3s 8s 8c 6c,Qd Ad,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
3382,185661007928,IV,80,193,7,Ts 3c Js Kc 9h,9h Ad,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3383,185661893883,I,20,177,7,8d 5c 7h Qs Jh,9s 3h,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0
3384,185662312336,II,30,0,6,3h Kh 6h 2d 4d,Ah As,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0
3385,185662621652,II,30,1724,9,7c 5d Qs Qc Td,Ad 9d,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3386,185662691953,III,50,1272,9,Th 2c Jd 4c 9h,Jc Jd,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3387,185662714739,III,50,300,9,2d Qs Tc 2h 9s,Jc 7s,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0
3388,185662808735,III,50,816,8,Js Ks 4d 6s 9h,Kd 8d,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3389,185662973435,III,50,550,8,3c 3s 5h 5s 2s,4c As,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0
3390,185663043343,IV,80,160,7,5d 6s 7s 3s 3d,Ts 8h,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3391,185663250704,IV,80,1342,6,Ac Kd 6s 8c 5s,Ad Qc,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3392,185663271417,IV,80,1221,9,Qh Qc 6h 9c Jd,5h Jh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3393,185662380087,I,20,40,8,Td Jd Jc Ac Ad,8c Tc,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3394,185662415328,I,20,40,8,Ad Ts 5s 7c Ah,Kh Ks,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2
3395,185662477542,I,20,120,7,As Kd 4d 6c 2c,7c Ac,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0
3396,185662642980,I,20,60,7,4d Kd 2d Qd 8c,Th Ah,1,2,0,1,0,1,0,1,0,1,0,1,1,1,1
3397,185662757094,II,30,135,7,9d 9h 7c Ts Tc,3c 3s,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3398,185662866155,II,30,1651,6,Ad Qs 2s 9d 7s,5s 5c,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3399,185662916961,II,30,60,5,Jd Ah Kc Qs 8h,Td Tc,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
3400,185663089763,II,30,60,5,4s 4d 8d 8s 2s,Ks Kc,1,2,0,1,1,1,0,1,0,1,0,0,0,0,0
3401,185663145613,III,50,763,4,6d 4h Tc 3s Jd,Td Kc,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3402,185663164514,III,50,125,9,Js 9c 8h 8c Ts,Ks Qs,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3403,185663210785,III,50,100,9,Kc 8h 2c Qc Jh,Ts 9d,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0
3404,185663467016,III,50,599,9,4s 4h 3s 7s 8s,Ts As,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3405,185663666429,IV,80,160,8,2d 8h Qh 4c Jh,Ad 4d,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
3406,185663779958,IV,80,160,8,7c Jd 2d 2c 9d,As 5s,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3407,185662669349,I,20,60,8,6c 2d 7s Jd 3d,Kd Ad,1,4,0,1,1,1,0,1,0,1,0,1,0,1,0
3408,185662749384,I,20,120,7,Qd 5c 4c Kc 5d,Ad Kd,2,3,0,1,0,1,0,1,0,1,1,0,0,0,0
3409,185662868095,I,20,64,7,Jd 6h 4c 3h Tc,2s 2d,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
3410,185663028529,II,30,90,7,Ah 6h 4d 3h 4h,Ks Tc,1,4,0,1,0,1,0,1,0,1,0,0,0,0,0
3411,185663179529,II,30,133,7,9d Ts Jd 4s 3c,6h 6s,1,2,0,0,0,0,0,1,1,1,0,1,0,1,1
3412,185663252479,II,30,1846,7,8c Ad Ts 3s 9d,Jd Qc,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3413,185663323197,III,50,100,7,Jh Ad 5h 4s 2d,Kd Qh,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3414,185663398415,III,50,100,7,6s 4d 8s 9c 2d,Ac Ks,1,2,0,1,1,1,0,1,0,1,0,0,0,0,0
3415,185663640758,III,50,350,7,7s 5s Kh 3h 6d,Js Jc,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0
3416,185663814236,IV,80,160,9,Js 7h Ah 5c 8h,8c 8h,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3417,185662807851,I,20,40,9,Jd Ts Qh Ks Ad,Kh 9h,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
3418,185662845738,I,20,40,8,Kh Ts 7d 6c 8d,4h 4c,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
3419,185663868541,IV,80,1288,7,8s 5h Qd 8c 7c,Jh Td,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3420,185663886607,IV,80,916,7,4c 3d Qd Tc 7s,Jc Js,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3421,185663934378,IV,80,1184,6,6c Kh 5h 3s Kd,Ad Ah,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3422,185664089190,IV,80,1582,6,Ts Th 8c 9d 6d,6d 9h,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3423,185665052454,I,20,60,5,6d 3h 9d 3c Tc,9h 9c,1,4,0,1,0,2,0,1,0,1,0,0,0,0,0
3424,185665234776,I,20,425,5,5h Ad Tc 4c Qd,5h 5c,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0
3425,185665274813,I,20,0,5,8c Kd 7s Qs 6s,7c 7s,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
3426,185665345374,I,20,60,9,Js Jc Jh 7d 4h,9h Kh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,185665523176,II,30,0,9,4c 4d As 9d Kh,Ac Kc,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,185665658514,II,30,1771,9,Jh 9s Qd 2c 2d,2s 4h,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3429,185665699847,II,30,90,9,4s 9d Ks Kc Th,Jc Js,1,2,0,1,0,1,0,0,0,0,0,1,0,1,1
3430,185665781641,II,30,649,8,2d Ah 7c 8c 4h,Jh Jc,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3431,185665839237,II,30,423,7,3s 2s 5c 7s Kh,Jc Jh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3432,185665937832,III,50,0,9,3c 4s 2d Qd Qh,2d Ad,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3433,185666121120,III,50,100,9,3c Th 4d 6h Tc,Kc Ad,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3434,185666311836,IV,80,1079,9,Jc 5h 5d Ts Ac,Ac 5h,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3435,185666359803,IV,80,1067,9,3d 7c 3s 3c 2s,Ah 7c,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3436,185666521656,IV,80,801,9,9c 2d Td 7h 6h,Th As,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3437,185666537856,IV,80,114,9,4h 2c Qs 6d 8h,4h As,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0
3438,185666561124,IV,80,2636,9,5h 4h 9d 8s 6s,Ac Kd,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3439,185666642018,IV,80,3241,8,2c 2h 6s 8c 3h,Ks Ac,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3440,185665557617,I,20,100,8,9h 9d 3h 5h 7c,Ad 4d,1,3,0,1,0,1,0,0,0,0,0,1,0,1,0
3441,185665642345,I,20,40,8,5d Qc Kc Td 8d,4c Ac,1,4,0,0,0,0,0,1,3,1,1,0,0,0,0
3442,185665739210,I,20,40,8,Qd 3h 9d 6c Tc,9s 9d,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3443,185665786635,I,20,0,8,8c 9h Js Ah Jc,Ad Ah,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,185665886335,II,30,0,7,7d Ac 5s Jh 8c,Qs Qc,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0
3445,185665937536,II,30,75,7,9d Qc 7h 4d 2h,8c 6c,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
3446,185666367365,III,50,100,7,2h 5c Ks Kh Jc,8c 5c,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3447,185666468112,III,50,100,7,6s Jh 3h 2d 9h,4s Ah,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
3448,185666817624,IV,80,1937,6,3h 9h Ad 7c 9s,Jh 8d,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3449,185666881340,IV,80,1436,9,4d 6c 7h 3d 5c,Ks Kh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3450,185666964921,IV,80,180,9,Qd 5s 3c 2c 4h,8s 8d,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
3451,185665967283,I,20,60,8,Td 8c Ad 2d 9d,8d As,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0
3452,185666063500,I,20,117,8,7c 5d 4s 5c 3s,8d 8s,1,4,0,1,0,1,0,1,0,1,0,0,0,0,0
3453,185666168642,I,20,0,8,8d 8h 6s Ah 5h,Td Ad,0,3,0,1,0,2,0,1,0,2,0,1,0,1,0
3454,185666289749,II,30,921,8,Jc Ts 5d 8s Qs,Ac As,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3455,185666596893,II,30,1295,8,Qd Kd Jd 8h 4c,5s 5c,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3456,185666678437,III,50,150,8,6d Ad 3h 6h 7s,Ad 8d,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
3457,185666716443,III,50,100,8,8h 4c 9h 5d Ah,7d 4d,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0
3458,185666777407,III,50,2346,7,5c Kc Td Ad 3c,2c 2h,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3459,185666953136,III,50,0,7,3c Kh Jh As 6s,Qd Qc,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3460,185667289092,IV,80,1313,9,9c 8d 5h Td 5d,Tc Jc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3461,185666370948,I,20,48,9,Jc 8c 6d 3d 3h,Kh Ah,1,3,0,1,1,1,0,1,0,1,1,0,0,0,0
3462,185666538242,I,20,300,9,Jd Ks 5s 2s 5c,Ks As,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3463,185666683200,I,20,80,9,Js 5h Tc 2h 6s,Kc Qd,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0
3464,185666743591,II,30,60,8,Kh 3c Jd Qc Qh,Qc Ad,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3465,185666854740,II,30,60,7,2s 8c 7h 2d 2c,8h As,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0
3466,185666947209,II,30,90,7,Ks Kc 2h 6c Qd,Qc Js,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3467,185667145335,III,50,0,7,7s 9c Jc Qh Ks,Jd As,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
3468,185667318216,III,50,1806,6,5d 4s Qd As Ks,Tc Th,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3469,185667373952,III,50,100,6,Jh Tc 8d 5c 3s,Ad 9c,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0
3470,185667403632,III,50,1034,9,4d Kc Tc Jc Ad,Kc Qh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3471,185667449822,III,50,0,9,Jd 8c 8h 3c Ks,Js Jh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,185667649898,IV,80,160,9,Qc Tc 3h 8d 4h,Td Ks,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0
3473,185667674847,IV,80,240,8,Qc 6c Ts 2s Jc,4c Kd,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0
3474,185684437183,I,20,80,8,4c 8s 5h 3c Jc,Tc Th,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0
3475,185684449547,I,20,60,8,Tc 3h Qc 7c Jc,Jd Th,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0
3476,185684488608,I,20,1674,8,2h 2d 9s 4d Js,Qs Jd,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
3477,185684500548,II,30,90,8,9c Th 3h Ts Ac,Tc Ah,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
3478,185684548153,II,30,60,7,7s 5s Qh 2s 3c,Td Jc,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3479,185684619976,III,50,100,6,Jc 4h 6h 8h 5c,Kc Kh,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0
3480,185684658373,III,50,100,5,Th Ah Ac 2c 2h,9s 9h,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3481,185684680253,III,50,0,5,6s Qs Th Ad 6h,6d As,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3482,185684688127,III,50,0,5,7d Jd 7c 3s 9h,4h 4d,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0
