,HandId,Level,BB,preflop_raisess_to,Players,Board,SHOW_DOWN,preflop_raises,preflop_calls,preflop_allin,flop_bets,flop_raises,flop_calls,flop_allin,turn_bets,turn_raises,turn_calls,turn_allin,river_bets,river_raises,river_calls,river_allin
0,184287173726,I,20,0,8,Tc Kd Ts 6c 9d,Td 7s,0,2,0,0,0,0,0,1,1,1,0,1,0,1,0
1,184287209623,I,20,60,9,Ac 3c 9s 4d Jc,Jh As,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0
2,184287349299,I,20,94,8,2s 7d Jc 6h 5h,6d Jd,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
3,184287409369,I,20,60,8,3s 4d 8c Ac Ks,8d Kd,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0
4,184287473806,II,30,0,8,2s Ad 2d 3h 5d,7h 2h,0,3,0,1,2,1,2,0,0,0,0,0,0,0,0
5,184287498752,II,30,960,8,Qs Ah 4d 4c 2c,Ac 2h,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6,184287541896,II,30,302,8,Kd Qc 5h Jc Qd,Td 9d,2,1,0,1,0,1,0,1,0,1,2,0,0,0,0
7,184287686224,II,30,991,8,Ac Th 6h 2s 9c,Kd Ad,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
8,184287710222,II,30,167,8,8s Ad 2s Td Kh,Ac 2d,1,4,0,1,0,1,0,1,0,1,0,0,0,0,0
9,184287732780,II,30,2081,8,9h As 9d Kd 2c,5c 5d,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
10,184287754400,II,30,0,7,2c 8h 5h 3d 6h,Qh 9h,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1
11,184287827708,II,30,90,8,Ah 5h Tc 5d Ks,Kd Kh,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0
12,184287851644,II,30,0,8,Jc 6s Qh 8d 9h,3s Js,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
13,184287929150,III,50,250,8,7d Qh Js Jd 4c,Jc Kc,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
14,184287946829,III,50,150,9,9h 4d 6d 7s Kh,Jh Kd,1,3,0,1,1,1,2,0,0,0,0,0,0,0,0
15,184287992278,III,50,0,8,6s As 5h Kd 8h,Tc Kh,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0
16,184288028087,III,50,150,8,Td 4d Ac 9h 4h,Tc Th,1,2,0,1,1,1,0,1,0,1,0,1,0,1,1
17,184288085321,III,50,105,8,Jc 9c 7d Ah 3c,Qd Kh,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
18,184288107892,III,50,6660,8,3d 4c 3c 2d 4d,6s 6d,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
19,184288202926,III,50,150,8,As 8h 9h 8d Ac,Ah 9c,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0
20,184286465543,I,20,120,9,Qs 3s 3h 8d 2c,Ad Qh,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0
21,184286544067,I,20,0,8,9s 7c 4s 2h 4c,Ah 7s,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0
22,184286575728,I,20,0,8,8s 6s Th 3h Qc,Ac Ts,0,3,0,1,1,1,0,1,0,1,0,1,0,1,2
23,184286652228,I,20,408,8,6c 8s Jh 3h Qd,5h 3s,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
24,184286688852,II,30,148,7,4s 7d 4d Ad Kd,7h 9h,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0
25,184286712221,II,30,90,7,2d 7c 6h Jh Kh,Ks 7h,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0
26,184286781749,II,30,959,7,Qc 3s Td 7d Ts,5h 5d,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27,184286800457,II,30,811,7,9s 4h 3h 5s Ts,9d Ah,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
28,184286834352,II,30,195,7,Kh As 7s Qc 9c,Qs Ac,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0
29,184286958431,III,50,175,5,Ad 2s 7c 4d 8h,5s 4s,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
30,184287057050,III,50,100,5,Jd Ts 3d 7s Kc,Jh Qh,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0
31,184287130815,IV,80,160,5,Ac 4s Qs Jd Js,Kd Tc,1,1,0,1,0,1,0,1,2,1,1,0,0,0,0
32,184287148497,IV,80,160,5,As 9s Qc Th 3c,2d Ah,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0
33,184287160809,IV,80,160,5,3s 7h Kh 7c Kc,As 6h,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
34,184287182976,IV,80,804,5,3d Ts 3s 3c 8h,Ah 6d,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,184287217138,IV,80,398,5,7s 5c 8s Tc Kd,9s 9c,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36,184287287733,IV,80,4617,4,Qc Ks Qh 9d Jc,Kc Js,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
37,184288521493,I,20,0,8,Js 6c Jh Ad 2c,Ac Ah,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0
38,184288548861,I,20,90,8,2h Kc 9s Ah 6s,8h 8c,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0
39,184288607912,I,20,50,8,Kc 7h 9h 6d Js,Ac Ks,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
40,184288674508,I,20,0,9,9s Qs 7c Jc 7s,Jc Qd,0,4,0,1,2,2,2,0,0,0,0,0,0,0,0
41,184288717322,I,20,80,8,9d Kd 7d 2s 7h,Js Ts,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
42,184288735782,I,20,0,8,9h 5h 5d 5c Kh,Ad Td,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
43,184288752551,I,20,40,8,3s 9h Kh 7d 5c,7c Ah,1,4,0,1,0,2,0,1,0,2,0,1,0,2,0
44,184288782006,I,20,0,8,Ah 5d 5h 9d 7s,Qd Kc,0,3,0,0,0,0,0,1,0,1,0,1,1,1,0
45,184288808360,I,20,0,8,8h 2d 8c Qs 6d,8s 5c,0,3,0,1,0,2,0,0,0,0,0,1,0,1,0
46,184288830405,I,20,0,8,8c 7h Kc 2c Tc,2h 5s,0,3,0,1,0,3,0,0,0,0,0,1,0,1,0
47,184288873677,I,20,60,8,9d 8s Qc 7h Qs,8s 4h,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0
48,184288917354,II,30,0,8,9h 9c 2d 9d Jd,9d Jc,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
49,184288934609,II,30,63,8,4c 9s 8s 7c 9c,Ks Qh,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0
50,184288980533,II,30,60,8,Tc 6d 7h 5h 3c,7s Ah,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0
51,184289007988,II,30,0,8,Tc 9h Jc Kh 3d,7d Qd,0,4,0,1,1,4,0,1,1,1,1,0,0,0,0
52,184289037107,II,30,0,8,Kh Kd Qd 9c 5s,5s Ac,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0
53,184289359904,II,30,180,8,2h 5d 3c 9c Js,Th Qc,2,5,0,1,0,1,1,0,0,0,0,0,0,0,0
54,184289400097,II,30,86,8,Js 8d 8s 2d 6d,Qs Ts,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55,184289424220,II,30,90,7,4c 2d 6d 4h Jd,Qh Td,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0
56,184289461723,III,50,434,8,Qs 8h Ah 6d 7s,Kh Kc,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,184289565724,III,50,105,8,Qs Jc Ad 2c Jh,Td As,1,2,0,1,1,2,0,1,0,1,0,1,0,1,1
58,184289606610,III,50,3466,7,9c Jc 6d 8d 7h,7c 7s,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
59,184289695802,III,50,1476,8,As Qs 4h Kh Qd,Kc Kd,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
60,184289716111,III,50,569,8,8c As Ah 2h 6c,Ac Js,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61,184289825548,III,50,0,8,7s 5h 7c 8d 8s,Ac Ks,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0
62,184289864314,III,50,200,9,3c 4h 4d 6s 2d,Tc Th,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0
63,184287971968,I,20,0,9,6s 4c 6c As Tc,Kc Tc,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
64,184288181911,I,20,60,9,5c Qc Jc Ts 7d,Ts 8h,1,2,0,1,0,1,0,1,0,1,0,1,0,1,1
65,184288284764,II,30,0,8,Ad Jd 8d 3c 2s,Jc As,0,3,0,1,0,1,0,1,0,1,0,1,1,1,0
66,184288498572,III,50,0,8,4d Qs Js 7d 4s,8c Kc,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
67,184288700424,III,50,225,8,Kd 4s 4h 9h 4d,9c Ac,1,2,0,1,1,1,0,0,0,0,0,1,0,1,0
68,184288899985,IV,80,1795,8,3h Td Qh 8d 9s,As 8h,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
69,184290580073,II,30,0,7,Qd 6h Ts 6d Ks,4h 6c,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
70,184290639674,II,30,90,8,Ac 2d 6d 4d As,Ad Td,1,2,0,1,0,1,0,1,0,1,0,1,0,1,2
71,184290959859,II,30,90,9,Kc Qd Jh Kh 8h,2d Jh,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0
72,184291025477,II,30,225,9,7c 3c Ts 3h 2s,8h Js,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0
73,184291141674,III,50,1393,8,Ts 4d 4c 5s Td,Ah Kh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
74,184291276093,III,50,350,8,7s Jc Js 2c 8c,Qs As,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0
75,184291497906,III,50,3063,9,7s Qd 7d 2c Td,Jc Js,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
76,184290777519,I,20,42,8,Th 6c 9s 4h Kc,Kc As,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
77,184290996277,I,20,60,8,4c 7s Jd 6c 6s,Ac Ah,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
78,184291117641,I,20,360,8,2h 3d 7s 5h Ad,Th 9h,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0
79,184291193862,I,20,120,8,7d 6c Ts 3d Jh,7c 7s,2,3,0,1,3,1,2,0,0,0,0,0,0,0,0
80,184291252995,II,30,328,7,8s 6s 4d 2s Ac,5d 5s,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
81,184291274915,II,30,90,8,5d Kh Qs Ac 6d,Ks Kc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,184291511216,II,30,1484,8,3h 3c 4c Qd 6c,Th Tc,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
83,184291566744,II,30,75,8,2c 6d 4c 3h 4d,9c 9s,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
84,184291602071,II,30,150,8,As 5h 4h 5s Kd,4d Ad,2,1,0,1,0,1,0,1,3,1,2,0,0,0,0
85,184291647511,II,30,150,8,2c Th 4h 4s Qc,Ac Ad,2,2,0,1,0,1,0,1,0,1,0,1,0,1,2
86,184291719888,III,50,550,9,2s Ks 3d 8h 7d,4h Kh,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0
87,184291819427,III,50,460,8,3h Js 6c 8s 8c,Qs Ad,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88,184291881427,III,50,150,9,6d 8h 2d 9h 3d,Ah Qd,1,2,0,1,0,1,0,1,0,1,1,0,0,0,0
89,184291979883,III,50,150,8,Kh 8d Kd 9c Td,Qh As,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
90,184292065694,III,50,112,8,5d 3s 4s Jc Tc,As Ad,1,2,0,1,3,1,1,0,0,0,0,0,0,0,0
91,184292104034,III,50,569,8,Th Kh 6s Qd 9h,7h 6h,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
92,184292151218,III,50,583,8,Jh 6c 9d 2s 2d,9d 9s,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,184292168040,III,50,0,8,5c 7h 7d 9d 6s,7c Kc,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
94,184291397784,I,20,1497,8,8c Qd 4h 7c 6h,Ad 2d,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
95,184291636080,I,20,60,8,7d Ks 6h 6c 5c,8s Jh,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
96,184291674610,I,20,90,8,6d 3s 6s 2d Th,Qc As,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,184291696883,I,20,60,8,7s 3c 6c 3d Tc,3h Ac,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0
98,184291757408,I,20,40,8,7d 8c 8d Kd Qc,Ks As,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,184291778147,I,20,42,8,Ks Ad As Tc Td,Ac Kh,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
100,184291812465,I,20,1451,8,Ts 4s 7h 8d Jh,3s 3h,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
101,184291843366,I,20,138,9,6d 5h Ad 8h 5s,Jh Td,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
102,184291880090,II,30,90,8,2h Qs 3h 6d 9s,Td Ad,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
103,184292054279,II,30,60,9,Js Kd 9d Ks 2c,9s Ad,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
104,184292138887,II,30,75,9,5c 7c Qh Tc Ts,Kh Jc,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0
105,184292309465,II,30,70,9,Js Qh 2s Kd 2d,Qh Qc,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
106,184292425776,III,50,1240,8,8h 2c 6d 8d 4h,Kd Js,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
107,184292537820,III,50,0,8,6h 2d Ks 8s 6d,Kh 9h,0,2,0,1,1,1,0,1,1,1,1,0,0,0,0
108,184293011719,III,50,308,8,Kh 6s 4h 6d Ah,7d 7h,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109,184293032951,III,50,2067,8,3s 9s 6d 6h 4c,Qc Ad,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
110,184297957248,II,30,276,9,4d 5c Qc 4c 9s,9c 9s,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
111,184297995774,II,30,1791,8,Js 9h Tc 5s Th,Js Ad,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
112,184298019412,II,30,75,7,Qd 9c Ac 6d Kd,As Jd,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0
113,184298134739,II,30,1757,7,7s Qs Kc Jh 6h,Ah As,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
114,184298174185,II,30,872,7,Qd 8c 9c 3d Qc,Jc Th,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
115,184298329275,III,50,361,6,Qd 5s 2c Ah 2d,2c 4d,2,1,0,1,0,1,0,1,0,1,0,1,0,1,1
116,184298363912,III,50,177,6,9s Ks 3s Qc As,Qd Kc,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0
117,184298525241,III,50,100,5,4s Qs 7d Ac 6h,Jc Jd,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
118,184298733192,IV,80,1034,5,6c Ah Kd 7s Td,Kc Kh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
119,184298783540,IV,80,950,4,5d 3s 6d Ah 7d,Kd Ks,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
120,184298934093,IV,80,480,4,As 8d 3s 6h 4h,Jh Kh,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
121,184299008980,IV,80,160,3,7d 9s 4s 2s 5c,Qs Qh,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
122,184297488098,I,20,40,9,Kh 8d 5s 7h Qh,Kc Kh,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
123,184297708978,I,20,40,9,3s 8d Ts Qc 5h,8h 7h,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
124,184297910502,II,30,120,9,3s 3d Ad 3c Qc,As 9d,1,1,0,1,0,1,0,1,2,1,1,0,0,0,0
125,184297953037,II,30,60,9,7s 8d 3c Ad Kh,As Ts,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
126,184298015693,II,30,147,9,7c Th 4c 4d 7s,Th Ah,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
127,184298047733,II,30,1794,9,7d 9c 6h 6s Qd,6d 7h,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
128,184298074466,II,30,1837,8,4s 3s 8d Th 5c,4c 4s,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
129,184298147797,II,30,60,7,Kh 4h Qd 5s Kc,9h Qh,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
130,184298170751,II,30,120,7,8s 8c 9d Ks Tc,Td Th,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0
131,184298211344,II,30,503,7,9h 3c Jd 5h 7c,9c 9d,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132,184298285272,II,30,60,7,9h Th 2d 8h Ts,Qh 4h,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133,184298335300,III,50,1143,7,5s 4h Tc Ac 7c,5c 5h,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134,184298357853,III,50,100,6,Ks 2s Th Qh 2c,Ks Kd,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
135,184298423625,III,50,0,6,3s Ks 5d Ac 4d,Ad Jc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,184298510926,III,50,1596,6,Ks 8s Qh Kh Ts,8h Jh,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
137,184298618198,III,50,0,5,7s As Qh Kc Ac,Kc 9c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,184298672181,III,50,0,5,4c Ks 8d 3h Jh,Ac 6c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,184298956036,IV,80,5175,5,Qs 2d Qc Ah Jh,Kc Kd,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
140,184299098680,IV,80,160,4,Qh 7h Js 8h Qs,Kh 9h,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,184300446432,I,20,377,9,Ac 4h 3c 9d Td,Jh 8h,2,3,0,1,0,1,2,0,0,0,0,0,0,0,0
142,184300506432,I,20,0,8,Qs 7d Jc Js 4h,As Qs,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
143,184300553316,I,20,3286,8,7s Th Js 8h 9s,Kh 3h,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
144,184300620989,I,20,100,8,6h 7c Qd 7h 3c,Tc Ad,2,2,0,1,0,1,0,1,1,1,1,0,0,0,0
145,184300702570,I,20,60,8,2d 2h Kh Ac Tc,Jc Js,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
146,184300737491,I,20,94,8,Qc 4c 5s Kc 9s,Tc Ac,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
147,184300900734,II,30,2106,8,8c 8s Ts 3c 9s,3h Th,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
148,184300961358,II,30,1221,8,Qc Ac Js Tc 8c,Jd 5s,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
149,184301013919,II,30,256,7,9s Qc 6s 2c Js,9h Kd,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0
150,184301124621,II,30,0,6,9s Ad 2c Jd 3c,Ks Ac,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
151,184301231315,II,30,120,6,2h 3d Ah 5s 3c,Qh Qs,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
152,184301343563,III,50,100,6,7c 2c Kc 5d Qs,Ks Ad,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,184301372618,III,50,384,6,Kd Ah 4h 7s 2s,Th Qh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154,184301681619,III,50,100,5,4h 9s Qh 8h 9h,Jc Ah,1,2,0,1,1,1,0,1,0,1,0,0,0,0,0
155,184301744622,III,50,125,5,9h 2s 3d Ah Jd,Qh 7c,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
156,184301828642,IV,80,255,5,Ts 9d 7s Qc 4s,8h Qh,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
157,184301903529,IV,80,1027,5,Ac 7d 9d Tc Kc,As Kh,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
158,184302004095,IV,80,160,4,Ts Tc Jh 2h 5c,Jc Js,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,184302040744,IV,80,160,4,Qd Jc 9d 2s 7h,As 2s,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,184302064056,IV,80,160,4,As 9s Ks 7h 6d,As Kh,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
161,184302103641,IV,80,177,4,Td Ts Tc 3s Jc,5h 6h,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,184302136744,IV,80,160,4,5h 3d 7d 7s Kh,Tc Ad,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
163,184302158273,IV,80,403,4,2c 9d 6d Tc 4s,2d 2s,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
164,184302187001,IV,80,0,3,9s Qd 7d 5d 6s,As Ah,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
165,184300462884,I,20,200,9,6h 5c 9s Jd Ks,5s As,2,2,0,1,2,1,2,0,0,0,0,0,0,0,0
166,184300606095,I,20,240,8,9d 5c 3h 7s 9h,Ah 8d,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
167,184300656230,I,20,70,8,Jh 2h Jc 5d 8d,Ac 4c,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
168,184300961248,II,30,240,8,3s Qc Kh 5s 9d,Ah 5c,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
169,184301091118,II,30,0,8,6d Jh 5h 7d 4h,Ad 2d,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
170,184301139141,II,30,60,8,Tc Kc 4d Jd 8h,Kc 6c,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
171,184301332414,II,30,90,8,9h 2d 5c Ks 4h,8d 8h,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
172,184301371772,III,50,100,7,Js Jh 3h 7d 9c,Kc 9h,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
173,184301508692,III,50,200,7,Qh 9d 7s 5c 8s,Ac Ad,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0
174,184301563169,III,50,150,7,7h 6s 5s Td 4s,Kd Ah,2,1,0,0,0,0,0,1,1,1,2,0,0,0,0
175,184301623114,III,50,730,7,5s 8s 6d Jd Td,7c 7s,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176,184301671422,III,50,200,6,7c 5h Kc Kd 3c,Ad Ah,2,1,0,1,2,1,0,0,0,0,0,1,0,1,1
177,184301742527,III,50,100,6,Kh 5d 5h Jh 2c,Ad 8d,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
178,184301797759,IV,80,4097,6,Th 8d 9d 2c Td,9d Th,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
179,184301862278,IV,80,160,6,Ad 8d Ac Ts 4h,Th 9c,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
180,184301948772,IV,80,2812,6,6d 5d 6c 8s 9s,2h 2c,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
181,184302000508,IV,80,761,5,6c Qh Jh Js 2d,Td Js,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
182,184302067508,IV,80,1229,4,Ac Kc 2h Kd Ah,Tc Ah,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
183,184302088408,IV,80,160,4,As 3s 7h Kh Qc,Th Ac,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
184,184302147849,IV,80,177,4,Th 2c 9s Kc Jh,8d Ks,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
185,184302208922,IV,80,180,4,5c 2s As 3s Qh,Kh Ks,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0
186,184362771743,I,20,120,9,4c 5c Th Kc 9s,As 7s,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
187,184362936625,I,20,0,9,5d Kc Qc Kh 7h,Kc Ah,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
188,184363068344,I,20,80,9,3h 4s 9h 3s 5d,Qc Ks,1,6,0,1,0,2,0,1,2,1,2,0,0,0,0
189,184363168880,I,20,60,8,Qh Jc Kd Kh 7c,7d 7s,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
190,184363377405,II,30,150,8,Jc Th 9c 6d Js,Qc Kc,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0
191,184363413882,II,30,0,8,9s Kh Kd Jd Qd,Ad 5h,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,184363636732,II,30,90,8,5d Ks 8s 9c 4d,9s Ac,1,5,0,1,0,1,0,1,0,1,1,0,0,0,0
193,184363892290,II,30,90,8,9h 5h 2d Jc 5s,Jc Tc,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0
194,184363966108,III,50,0,7,2d Ac 2s 5s Th,7s 7d,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
195,184364078048,III,50,267,7,2h Kh 2s 7s Ac,Ks Ac,1,3,0,1,0,1,0,1,0,1,1,0,0,0,0
196,184364122448,III,50,0,6,8c 9h 5d Qs 5s,2d Qh,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
197,184364288679,III,50,0,6,2c Td 7c Jc 8s,9c 9d,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
198,184364384813,III,50,150,6,5c 7c Qh 8h 8d,Ts Qs,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0
199,184364706492,IV,80,240,5,Ac 8h 4h Qd 4c,Jd Qd,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
200,184365015350,IV,80,1035,5,8c Qd As Jc 3c,Qd Qs,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
201,184365083043,IV,80,0,5,Qd Kd Ts Js 3d,As 3d,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
202,184362632669,I,20,60,9,3s Js 8h 6d Th,2d Kc,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
203,184362843700,I,20,45,9,Qh 3h 3c 7d 8d,Ad 9c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,184362884354,I,20,40,9,8h Jh Kd 4s Th,Td 3h,1,3,0,1,1,2,0,0,0,0,0,1,0,1,1
205,184363131795,I,20,0,9,4h 9s Tc Qc 9d,Kd Tc,0,2,0,0,0,0,0,1,0,1,0,1,1,1,0
206,184363228949,II,30,454,9,Jd Kh 2c Qh 8s,Ts Ks,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
207,184363593147,II,30,68,8,8d Kd Qh 7s 9s,6s 5h,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
